date,download,upload
"2016-08-26T15:45:32.025688","83.2375737146 Mb/s","41.3826339001 Mb/s"
"2016-08-26T15:50:32.939363","83.2889011224 Mb/s","40.4519431861 Mb/s"
"2016-08-26T15:55:32.917921","89.2970423971 Mb/s","42.6204442987 Mb/s"
"2016-08-26T16:00:32.789960","82.3112241508 Mb/s","34.2551322951 Mb/s"
"2016-08-26T16:05:28.782293","89.7921397479 Mb/s","49.1841910974 Mb/s"
"2016-08-26T16:10:29.665127","78.5303318784 Mb/s","42.6305695056 Mb/s"
"2016-08-26T16:15:24.327779","80.5481121057 Mb/s","44.132277357 Mb/s"
"2016-08-26T16:20:35.350099","82.0852337949 Mb/s","12.5341335999 Mb/s"
"2016-08-26T16:25:32.722863","84.4203368877 Mb/s","55.7758468488 Mb/s"
"2016-08-26T16:30:27.833352","78.7907217786 Mb/s","36.5402398432 Mb/s"
"2016-08-26T16:35:30.333856","77.4989033985 Mb/s","36.6177917807 Mb/s"
"2016-08-26T16:40:26.053235","81.4731457053 Mb/s","41.3379052917 Mb/s"
"2016-08-26T16:45:32.802963","79.5751979594 Mb/s","41.1613889056 Mb/s"
"2016-08-26T16:50:26.376739","79.8024050421 Mb/s","33.3176893936 Mb/s"
"2016-08-26T16:55:31.749636","83.078928976 Mb/s","53.5691505432 Mb/s"
"2016-08-26T17:00:28.948879","84.0467765364 Mb/s","48.8478146952 Mb/s"
"2016-08-26T17:05:25.506888","81.8600870531 Mb/s","47.4145106503 Mb/s"
"2016-08-26T17:10:34.335327","79.1639660036 Mb/s","49.8395805512 Mb/s"
"2016-08-26T17:15:28.493574","89.1658806357 Mb/s","48.0722662907 Mb/s"
"2016-08-26T17:20:32.854373","82.2037896846 Mb/s","43.3691554671 Mb/s"
"2016-08-26T17:25:27.013438","90.7240979649 Mb/s","39.6296033261 Mb/s"
"2016-08-26T17:30:37.733079","87.3405357946 Mb/s","38.1412523081 Mb/s"
"2016-08-26T17:35:35.581206","81.3034111117 Mb/s","44.0100068683 Mb/s"
"2016-08-26T17:40:31.540052","88.4214027426 Mb/s","50.0013811284 Mb/s"
"2016-08-26T17:45:32.268255","84.9829798623 Mb/s","44.6012771404 Mb/s"
"2016-08-26T17:50:28.303806","86.266172401 Mb/s","43.0212427119 Mb/s"
"2016-08-26T17:55:30.961306","89.2667443258 Mb/s","40.6181371142 Mb/s"
"2016-08-26T18:00:31.838921","88.4012402874 Mb/s","35.2483717622 Mb/s"
"2016-08-26T18:05:32.431727","91.608517156 Mb/s","51.4241176367 Mb/s"
"2016-08-26T18:10:30.517673","90.6789487978 Mb/s","43.4788400082 Mb/s"
"2016-08-26T18:15:30.680472","89.9488254807 Mb/s","50.0330214565 Mb/s"
"2016-08-26T18:20:32.989441","89.7392664844 Mb/s","57.8553657509 Mb/s"
"2016-08-26T18:25:29.723065","86.2569846226 Mb/s","41.4048737504 Mb/s"
"2016-08-26T18:30:34.383870","92.2834929036 Mb/s","40.7164535325 Mb/s"
"2016-08-26T18:35:25.667113","91.5572712411 Mb/s","41.8315022302 Mb/s"
"2016-08-26T18:40:29.416940","92.1311885051 Mb/s","49.7587181184 Mb/s"
"2016-08-26T18:45:35.919964","82.2209832718 Mb/s","46.373052698 Mb/s"
"2016-08-26T18:50:35.922518","83.4479349789 Mb/s","40.6774549388 Mb/s"
"2016-08-26T18:55:27.764090","90.6953481896 Mb/s","43.5978677391 Mb/s"
"2016-08-26T19:00:31.608799","90.399304355 Mb/s","31.960401068 Mb/s"
"2016-08-26T19:05:33.546957","90.4619187488 Mb/s","47.5138466041 Mb/s"
"2016-08-26T19:10:26.590927","93.1174999187 Mb/s","41.8349903674 Mb/s"
"2016-08-26T19:15:27.485787","88.6099018023 Mb/s","49.8101718104 Mb/s"
"2016-08-26T19:20:25.509307","90.9167341579 Mb/s","42.2496031652 Mb/s"
"2016-08-26T19:25:38.628618","93.0953791923 Mb/s","44.4586243242 Mb/s"
"2016-08-26T19:30:30.269384","89.9177250574 Mb/s","47.895471288 Mb/s"
"2016-08-26T19:35:30.174170","92.3568076841 Mb/s","37.2240244797 Mb/s"
"2016-08-26T19:40:28.014959","91.1407489479 Mb/s","37.2847493122 Mb/s"
"2016-08-26T19:45:33.905598","92.8865001881 Mb/s","43.6460642161 Mb/s"
"2016-08-26T19:50:28.572071","90.8398784669 Mb/s","45.4136337523 Mb/s"
"2016-08-26T19:55:39.425297","92.903110536 Mb/s","39.2234636124 Mb/s"
"2016-08-26T20:00:36.889779","89.9829053123 Mb/s","44.5129950475 Mb/s"
"2016-08-26T20:05:26.558407","90.5482683804 Mb/s","44.5521291064 Mb/s"
"2016-08-26T20:10:25.474830","92.7950952608 Mb/s","45.3387016636 Mb/s"
"2016-08-26T20:15:32.191163","87.186777762 Mb/s","42.061432822 Mb/s"
"2016-08-26T20:20:29.357869","91.0777834373 Mb/s","38.535137862 Mb/s"
"2016-08-26T20:25:29.215735","93.4326429133 Mb/s","44.1326302751 Mb/s"
"2016-08-26T20:30:24.800461","91.3957116654 Mb/s","51.8614648537 Mb/s"
"2016-08-26T20:35:32.770634","93.0492157148 Mb/s","49.1466265853 Mb/s"
"2016-08-26T20:40:31.162299","92.9862648861 Mb/s","47.0467821558 Mb/s"
"2016-08-26T20:45:26.027065","91.7139100488 Mb/s","47.5656468413 Mb/s"
"2016-08-26T20:50:27.593940","93.4937587596 Mb/s","40.7287604106 Mb/s"
"2016-08-26T20:55:27.407060","92.3710472003 Mb/s","46.5568997634 Mb/s"
"2016-08-26T21:00:30.978048","89.9202822218 Mb/s","47.7670433509 Mb/s"
"2016-08-26T21:05:26.249840","93.0733442018 Mb/s","37.9899190248 Mb/s"
"2016-08-26T21:10:29.000579","92.62112939 Mb/s","43.1006922992 Mb/s"
"2016-08-26T21:15:28.291772","92.2624436907 Mb/s","50.499782873 Mb/s"
"2016-08-26T21:20:27.875523","92.094850409 Mb/s","43.2202625432 Mb/s"
"2016-08-26T21:25:28.199907","90.1248762604 Mb/s","39.7832281678 Mb/s"
"2016-08-26T21:30:28.066844","93.3890537824 Mb/s","45.5168665461 Mb/s"
"2016-08-26T21:35:28.007362","92.2789251017 Mb/s","42.8856730321 Mb/s"
"2016-08-26T21:40:34.332209","93.238332221 Mb/s","37.6093112153 Mb/s"
"2016-08-26T21:45:30.286633","91.8514142368 Mb/s","39.6345116096 Mb/s"
"2016-08-26T21:50:32.100976","92.5806517916 Mb/s","44.9689060097 Mb/s"
"2016-08-26T21:55:29.796008","93.131640005 Mb/s","37.8505521599 Mb/s"
"2016-08-26T22:00:28.251023","93.2545135712 Mb/s","47.476535687 Mb/s"
"2016-08-26T22:05:30.136199","93.2956733184 Mb/s","45.8668545435 Mb/s"
"2016-08-26T22:10:31.600070","93.1303245822 Mb/s","45.603159414 Mb/s"
"2016-08-26T22:15:25.976439","90.9958616525 Mb/s","50.9849893473 Mb/s"
"2016-08-26T22:20:31.494966","90.6462161123 Mb/s","27.6130109055 Mb/s"
"2016-08-26T22:25:26.098497","89.7315927796 Mb/s","49.0532660952 Mb/s"
"2016-08-26T22:30:29.423907","92.5891300838 Mb/s","47.5231637547 Mb/s"
"2016-08-26T22:35:27.233907","92.975578628 Mb/s","53.6639590988 Mb/s"
"2016-08-26T22:40:38.141776","91.2962720952 Mb/s","12.7912694836 Mb/s"
"2016-08-26T22:45:26.121216","73.3980214372 Mb/s","41.186262815 Mb/s"
"2016-08-26T22:50:39.473563","93.3417872757 Mb/s","42.8391403661 Mb/s"
"2016-08-26T22:55:29.026475","91.978521442 Mb/s","43.0720670448 Mb/s"
"2016-08-26T23:00:35.922866","89.938364714 Mb/s","42.9511999753 Mb/s"
"2016-08-26T23:05:31.967944","92.6180785694 Mb/s","39.615087816 Mb/s"
"2016-08-26T23:10:28.442492","91.9431772674 Mb/s","31.0053989639 Mb/s"
"2016-08-26T23:15:28.423127","85.9250636948 Mb/s","57.1438289538 Mb/s"
"2016-08-26T23:20:33.791098","93.1837953967 Mb/s","41.4822235055 Mb/s"
"2016-08-26T23:25:31.206942","93.2848293521 Mb/s","37.1799578922 Mb/s"
"2016-08-26T23:30:33.586827","92.7628936665 Mb/s","41.1884226121 Mb/s"
"2016-08-26T23:35:24.511535","92.8454247691 Mb/s","50.1629797603 Mb/s"
"2016-08-26T23:40:29.726625","90.589636307 Mb/s","54.1576688326 Mb/s"
"2016-08-26T23:45:41.266909","91.4742059676 Mb/s","15.2326517257 Mb/s"
"2016-08-26T23:50:34.712514","91.5320188286 Mb/s","16.329451299 Mb/s"
"2016-08-26T23:55:25.054855","93.0922557451 Mb/s","47.8370282949 Mb/s"
"2016-08-27T00:00:27.947678","93.2728145551 Mb/s","50.0037178905 Mb/s"
"2016-08-27T00:05:30.327208","92.7883978345 Mb/s","48.51903872 Mb/s"
"2016-08-27T00:10:37.425891","92.8614258201 Mb/s","46.9676308103 Mb/s"
"2016-08-27T00:15:33.985279","89.727593495 Mb/s","36.2701118488 Mb/s"
"2016-08-27T00:20:31.219641","92.9845991472 Mb/s","30.8351115772 Mb/s"
"2016-08-27T00:25:26.548622","92.9321020486 Mb/s","34.0601841329 Mb/s"
"2016-08-27T00:30:26.105594","91.5405664413 Mb/s","45.3906820982 Mb/s"
"2016-08-27T00:35:28.741710","91.6801553257 Mb/s","45.2989798023 Mb/s"
"2016-08-27T00:40:27.813295","93.0795492753 Mb/s","45.514436409 Mb/s"
"2016-08-27T00:45:25.730911","92.5789726795 Mb/s","35.1777689183 Mb/s"
"2016-08-27T00:50:33.209817","92.12231065 Mb/s","38.7004773418 Mb/s"
"2016-08-27T00:55:28.164628","92.8479712642 Mb/s","49.4603477017 Mb/s"
"2016-08-27T01:00:27.393371","91.7020101149 Mb/s","49.3390643842 Mb/s"
"2016-08-27T01:05:30.071360","90.9058982084 Mb/s","41.0094190539 Mb/s"
"2016-08-27T01:10:28.666141","90.6337383038 Mb/s","48.6542604957 Mb/s"
"2016-08-27T01:15:23.437456","91.9229093266 Mb/s","50.3707656301 Mb/s"
"2016-08-27T01:20:28.953472","92.9479654793 Mb/s","51.9203050927 Mb/s"
"2016-08-27T01:25:27.582897","92.8428471178 Mb/s","42.5899706563 Mb/s"
"2016-08-27T01:30:29.135529","91.3300258386 Mb/s","49.949266149 Mb/s"
"2016-08-27T01:35:28.438056","93.0300622988 Mb/s","44.8001866218 Mb/s"
"2016-08-27T01:40:26.292711","90.6313635549 Mb/s","47.9604765355 Mb/s"
"2016-08-27T01:45:25.819635","92.9124104267 Mb/s","48.9531281007 Mb/s"
"2016-08-27T01:50:28.379398","93.3487037106 Mb/s","45.2146325445 Mb/s"
"2016-08-27T01:55:25.730418","92.9283285882 Mb/s","41.7154550394 Mb/s"
"2016-08-27T02:00:27.891545","93.0104121023 Mb/s","46.5688371764 Mb/s"
"2016-08-27T02:05:30.732731","93.2267560492 Mb/s","48.5084293764 Mb/s"
"2016-08-27T02:10:28.418423","92.1799361385 Mb/s","49.0194720672 Mb/s"
"2016-08-27T02:15:30.999868","93.2105842034 Mb/s","41.2318201978 Mb/s"
"2016-08-27T02:20:24.722665","91.7771903852 Mb/s","54.316600109 Mb/s"
"2016-08-27T02:25:30.136536","93.3070054261 Mb/s","43.703606697 Mb/s"
"2016-08-27T02:30:28.224995","91.3547595609 Mb/s","49.2746701797 Mb/s"
"2016-08-27T02:35:29.013223","92.6273678827 Mb/s","43.9554261 Mb/s"
"2016-08-27T02:40:33.217927","92.3576082338 Mb/s","45.214307601 Mb/s"
"2016-08-27T02:45:36.291249","92.9652869487 Mb/s","36.6200190867 Mb/s"
"2016-08-27T02:50:33.707440","92.9420490413 Mb/s","40.3230723314 Mb/s"
"2016-08-27T02:55:26.086845","92.533220371 Mb/s","51.2927615877 Mb/s"
"2016-08-27T03:00:32.782577","86.3436088908 Mb/s","43.5057251243 Mb/s"
"2016-08-27T03:05:29.759601","92.3957505817 Mb/s","42.0234540306 Mb/s"
"2016-08-27T03:10:26.224101","93.2878354982 Mb/s","43.454199981 Mb/s"
"2016-08-27T03:15:26.791631","91.8716040164 Mb/s","50.0600410413 Mb/s"
"2016-08-27T03:20:29.492137","92.2346687167 Mb/s","46.7757184574 Mb/s"
"2016-08-27T03:25:33.637575","93.2654061058 Mb/s","43.9714317647 Mb/s"
"2016-08-27T03:30:24.704888","92.8816553166 Mb/s","45.6428737027 Mb/s"
"2016-08-27T03:35:27.239699","92.7175142294 Mb/s","46.8892031347 Mb/s"
"2016-08-27T03:40:29.222421","92.6292187557 Mb/s","47.8033667959 Mb/s"
"2016-08-27T03:45:26.823757","91.2512085029 Mb/s","48.8101788728 Mb/s"
"2016-08-27T03:50:30.793120","91.0649283014 Mb/s","56.216034647 Mb/s"
"2016-08-27T03:55:26.372193","92.6262122136 Mb/s","47.9638989035 Mb/s"
"2016-08-27T04:00:31.904989","93.3559523189 Mb/s","51.878412462 Mb/s"
"2016-08-27T04:05:27.036938","89.7859192062 Mb/s","49.2170614611 Mb/s"
"2016-08-27T04:10:29.796510","92.9888966132 Mb/s","37.184998965 Mb/s"
"2016-08-27T04:15:37.563993","91.5897429409 Mb/s","50.2606043078 Mb/s"
"2016-08-27T04:20:28.125987","91.9426749199 Mb/s","53.1957075081 Mb/s"
"2016-08-27T04:25:32.485802","92.3322865818 Mb/s","51.7051622651 Mb/s"
"2016-08-27T04:30:33.073368","93.5933427624 Mb/s","43.2395853011 Mb/s"
"2016-08-27T04:35:27.703820","93.3115472231 Mb/s","47.0344050889 Mb/s"
"2016-08-27T04:40:29.491832","92.8429430545 Mb/s","40.7724889708 Mb/s"
"2016-08-27T04:45:30.883345","93.0153932522 Mb/s","40.0268870028 Mb/s"
"2016-08-27T04:50:28.628561","92.2892491346 Mb/s","57.3264445082 Mb/s"
"2016-08-27T04:55:34.125309","93.527685889 Mb/s","45.8123339152 Mb/s"
"2016-08-27T05:00:30.052272","93.2432999387 Mb/s","41.6985922311 Mb/s"
"2016-08-27T05:05:27.121910","91.4711496767 Mb/s","36.2914880217 Mb/s"
"2016-08-27T05:10:26.189573","92.7941555008 Mb/s","45.6402347472 Mb/s"
"2016-08-27T05:15:32.973241","92.3042157368 Mb/s","54.3810291925 Mb/s"
"2016-08-27T05:20:29.444004","93.2823605887 Mb/s","43.6883414543 Mb/s"
"2016-08-27T05:25:30.693925","93.5443146466 Mb/s","46.3595653967 Mb/s"
"2016-08-27T05:30:28.661389","91.6894185733 Mb/s","54.1532869016 Mb/s"
"2016-08-27T05:35:37.822644","92.4905804986 Mb/s","49.5946109784 Mb/s"
"2016-08-27T05:40:33.746687","93.4149934765 Mb/s","42.5487267788 Mb/s"
"2016-08-27T05:45:32.307695","92.9134639513 Mb/s","46.6413130665 Mb/s"
"2016-08-27T05:50:30.868962","88.894705948 Mb/s","55.5852567958 Mb/s"
"2016-08-27T05:55:31.501763","93.1800629505 Mb/s","44.2846698684 Mb/s"
"2016-08-27T06:00:29.406763","91.8461193049 Mb/s","47.5127019521 Mb/s"
"2016-08-27T06:05:34.141947","93.2192587877 Mb/s","39.1191337735 Mb/s"
"2016-08-27T06:10:31.420818","93.288676071 Mb/s","47.3408534627 Mb/s"
"2016-08-27T06:15:33.426203","92.8144761151 Mb/s","42.4564737597 Mb/s"
"2016-08-27T06:20:28.381787","92.144482156 Mb/s","55.5114293272 Mb/s"
"2016-08-27T06:25:37.135850","93.5353054182 Mb/s","45.3364669301 Mb/s"
"2016-08-27T06:30:30.539403","92.8991746945 Mb/s","43.3768072338 Mb/s"
"2016-08-27T06:35:31.116904","92.290246326 Mb/s","44.0311147542 Mb/s"
"2016-08-27T06:40:34.314053","93.2674337964 Mb/s","44.0964329685 Mb/s"
"2016-08-27T06:45:27.093318","93.438493621 Mb/s","42.6424451708 Mb/s"
"2016-08-27T06:50:31.901577","92.6441111074 Mb/s","47.9828624042 Mb/s"
"2016-08-27T06:55:32.183700","91.8767587548 Mb/s","44.4812498007 Mb/s"
"2016-08-27T07:00:30.565933","92.6005320971 Mb/s","42.9721054793 Mb/s"
"2016-08-27T07:05:29.726851","91.1209758697 Mb/s","44.9397396913 Mb/s"
"2016-08-27T07:10:31.652847","93.0077322801 Mb/s","46.0263250132 Mb/s"
"2016-08-27T07:15:30.762517","93.4777691603 Mb/s","50.7620833501 Mb/s"
"2016-08-27T07:20:30.215275","91.6614794841 Mb/s","44.4264295054 Mb/s"
"2016-08-27T07:25:34.112158","93.5818542991 Mb/s","40.9846781296 Mb/s"
"2016-08-27T07:30:28.648408","92.1006055833 Mb/s","59.4179512645 Mb/s"
"2016-08-27T07:35:27.586463","92.8447365038 Mb/s","50.0234937327 Mb/s"
"2016-08-27T07:40:32.410234","93.2494743999 Mb/s","49.2678055711 Mb/s"
"2016-08-27T07:45:29.323964","93.7142962418 Mb/s","51.2133215562 Mb/s"
"2016-08-27T07:50:25.431461","92.1535029852 Mb/s","47.7775412785 Mb/s"
"2016-08-27T07:55:32.323658","93.1899002119 Mb/s","35.4122316726 Mb/s"
"2016-08-27T08:00:30.163423","92.6536932823 Mb/s","42.7524134442 Mb/s"
"2016-08-27T08:05:30.268246","91.6156436124 Mb/s","40.6164221609 Mb/s"
"2016-08-27T08:10:29.647548","92.8236094987 Mb/s","45.519958925 Mb/s"
"2016-08-27T08:15:34.311915","93.2899755281 Mb/s","38.5553644201 Mb/s"
"2016-08-27T08:20:27.824354","92.1837119052 Mb/s","42.9682520097 Mb/s"
"2016-08-27T08:25:36.258459","93.422596343 Mb/s","44.0602672201 Mb/s"
"2016-08-27T08:30:27.253375","92.1981131318 Mb/s","37.9480244402 Mb/s"
"2016-08-27T08:35:30.001091","92.4769484437 Mb/s","46.1094622701 Mb/s"
"2016-08-27T08:40:29.653516","92.1759066131 Mb/s","41.491987459 Mb/s"
"2016-08-27T08:45:27.495874","91.1356073808 Mb/s","46.7488372769 Mb/s"
"2016-08-27T08:50:30.374211","93.4506567319 Mb/s","45.2237003499 Mb/s"
"2016-08-27T08:55:30.067066","93.0406763023 Mb/s","44.3830505671 Mb/s"
"2016-08-27T09:00:37.932738","93.4461636924 Mb/s","43.9879350185 Mb/s"
"2016-08-27T09:05:27.427410","91.6121832008 Mb/s","53.2637120401 Mb/s"
"2016-08-27T09:10:28.122489","93.541532591 Mb/s","48.4152437343 Mb/s"
"2016-08-27T09:15:35.871611","93.014038858 Mb/s","46.7327421388 Mb/s"
"2016-08-27T09:20:29.626257","93.0097017423 Mb/s","45.4508578352 Mb/s"
"2016-08-27T09:25:27.728495","93.2786435634 Mb/s","47.2553643751 Mb/s"
"2016-08-27T09:30:24.357038","92.0532413119 Mb/s","49.51562032 Mb/s"
"2016-08-27T09:35:28.384873","92.3381106513 Mb/s","50.071535296 Mb/s"
"2016-08-27T09:40:28.742182","93.1462787221 Mb/s","44.3669441353 Mb/s"
"2016-08-27T09:45:40.685269","93.0722369856 Mb/s","46.6299882061 Mb/s"
"2016-08-27T09:50:26.461558","92.7687942985 Mb/s","61.582786958 Mb/s"
"2016-08-27T09:55:34.860761","91.8995277944 Mb/s","48.0408004106 Mb/s"
"2016-08-27T10:00:36.178409","93.0423078108 Mb/s","45.8643267088 Mb/s"
"2016-08-27T10:05:28.861325","92.6849061931 Mb/s","52.0903355449 Mb/s"
"2016-08-27T10:10:29.660048","92.8772471701 Mb/s","41.6739073941 Mb/s"
"2016-08-27T10:15:33.955519","92.145501811 Mb/s","41.2422506355 Mb/s"
"2016-08-27T10:20:31.891429","92.0290594644 Mb/s","50.4316299758 Mb/s"
"2016-08-27T10:25:29.174485","92.7189077323 Mb/s","58.622287863 Mb/s"
"2016-08-27T10:30:32.339520","93.4850645768 Mb/s","42.6984161913 Mb/s"
"2016-08-27T10:35:24.225697","93.2705105921 Mb/s","53.2004981619 Mb/s"
"2016-08-27T10:40:33.298192","93.2296473316 Mb/s","31.6906047836 Mb/s"
"2016-08-27T10:45:29.509644","92.7996555218 Mb/s","47.6212185096 Mb/s"
"2016-08-27T10:50:27.313225","92.8927665303 Mb/s","50.6141070472 Mb/s"
"2016-08-27T10:55:35.756440","92.1048184038 Mb/s","34.5939654566 Mb/s"
"2016-08-27T11:00:32.340167","91.5840353768 Mb/s","40.919039659 Mb/s"
"2016-08-27T11:05:29.448496","92.2639295397 Mb/s","47.6716782777 Mb/s"
"2016-08-27T11:10:36.859076","93.3733113321 Mb/s","46.3041813748 Mb/s"
"2016-08-27T11:15:28.141321","88.0001244808 Mb/s","49.4225078697 Mb/s"
"2016-08-27T11:20:29.059378","91.907365294 Mb/s","54.0610489496 Mb/s"
"2016-08-27T11:25:40.268369","93.2237009784 Mb/s","46.0826593483 Mb/s"
"2016-08-27T11:30:24.354136","92.5962291985 Mb/s","40.5437669409 Mb/s"
"2016-08-27T11:35:22.759825","91.4646333306 Mb/s","49.5675524216 Mb/s"
"2016-08-27T11:40:18.103995","92.1471041816 Mb/s","43.3496809148 Mb/s"
"2016-08-27T11:45:22.255092","92.0163868199 Mb/s","48.0786437753 Mb/s"
"2016-08-27T11:50:20.917360","92.1195704502 Mb/s","38.2259821576 Mb/s"
"2016-08-27T11:55:17.788946","90.1469720514 Mb/s","49.8184586183 Mb/s"
"2016-08-27T12:00:22.645228","92.7776355165 Mb/s","37.9570884519 Mb/s"
"2016-08-27T12:05:19.257296","92.4686084997 Mb/s","44.8341173267 Mb/s"
"2016-08-27T12:10:25.046534","93.1413019955 Mb/s","42.6447603957 Mb/s"
"2016-08-27T12:15:24.663080","92.6567376589 Mb/s","41.0249986273 Mb/s"
"2016-08-27T12:20:21.850021","92.1728993476 Mb/s","56.1734257255 Mb/s"
"2016-08-27T12:25:20.637180","92.5077677321 Mb/s","41.4791603934 Mb/s"
"2016-08-27T12:30:23.499628","92.2580288209 Mb/s","38.9454194372 Mb/s"
"2016-08-27T12:35:23.625396","92.020847854 Mb/s","41.0518453812 Mb/s"
"2016-08-27T12:40:20.101705","92.8592164368 Mb/s","43.3129012506 Mb/s"
"2016-08-27T12:45:23.361686","91.5100697248 Mb/s","44.014021752 Mb/s"
"2016-08-27T12:50:26.054065","93.5285036168 Mb/s","38.862168772 Mb/s"
"2016-08-27T12:55:21.639178","92.7062042962 Mb/s","48.3886302263 Mb/s"
"2016-08-27T13:00:23.959099","69.236138498 Mb/s","24.121871442 Mb/s"
"2016-08-27T13:05:24.850803","91.0972884691 Mb/s","44.6061185275 Mb/s"
"2016-08-27T13:10:24.135527","92.9889033029 Mb/s","44.7494535928 Mb/s"
"2016-08-27T13:15:28.557501","93.1094401856 Mb/s","47.0284633162 Mb/s"
"2016-08-27T13:20:19.070198","91.8798315268 Mb/s","54.249984455 Mb/s"
"2016-08-27T13:25:22.493928","92.9464843283 Mb/s","52.6862714305 Mb/s"
"2016-08-27T13:30:21.343012","92.276979587 Mb/s","43.8029999 Mb/s"
"2016-08-27T13:35:27.874438","93.2251051106 Mb/s","46.6859088603 Mb/s"
"2016-08-27T13:40:21.067705","91.1136565286 Mb/s","56.7033869166 Mb/s"
"2016-08-27T13:45:24.463701","91.2866684538 Mb/s","31.8826791483 Mb/s"
"2016-08-27T13:50:26.133698","91.1428467745 Mb/s","50.1623598257 Mb/s"
"2016-08-27T13:55:26.638151","93.2722285081 Mb/s","44.4400018376 Mb/s"
"2016-08-27T14:00:34.716607","92.1271686851 Mb/s","49.1413943179 Mb/s"
"2016-08-27T14:05:24.783261","92.5898679231 Mb/s","45.070595967 Mb/s"
"2016-08-27T14:10:22.002432","92.4620173362 Mb/s","42.0954296841 Mb/s"
"2016-08-27T14:15:22.545212","90.0240438357 Mb/s","50.2848839624 Mb/s"
"2016-08-27T14:20:20.288109","92.9398435711 Mb/s","39.3559129369 Mb/s"
"2016-08-27T14:25:19.788206","91.5764134642 Mb/s","51.8325217434 Mb/s"
"2016-08-27T14:30:28.417762","91.1922668483 Mb/s","54.4831093519 Mb/s"
"2016-08-27T14:35:18.796613","92.795682731 Mb/s","49.2526168526 Mb/s"
"2016-08-27T14:40:19.043270","91.7444712002 Mb/s","49.2645572213 Mb/s"
"2016-08-27T14:45:25.227036","93.1834465074 Mb/s","44.6563430485 Mb/s"
"2016-08-27T14:50:21.533942","92.5075005603 Mb/s","48.6261508834 Mb/s"
"2016-08-27T14:55:25.688171","93.2352072354 Mb/s","46.0431232358 Mb/s"
"2016-08-27T15:00:23.324316","91.2524980205 Mb/s","44.801459532 Mb/s"
"2016-08-27T15:05:21.013808","93.0304072814 Mb/s","39.5016096925 Mb/s"
"2016-08-27T15:10:24.090711","91.8892967717 Mb/s","51.4909859205 Mb/s"
"2016-08-27T15:15:18.151589","89.8602564953 Mb/s","53.6792840121 Mb/s"
"2016-08-27T15:20:27.807625","92.1696294214 Mb/s","34.5449509257 Mb/s"
"2016-08-27T15:25:19.110310","92.546427205 Mb/s","40.6137818355 Mb/s"
"2016-08-27T15:30:22.699827","91.4925102583 Mb/s","40.8801754958 Mb/s"
"2016-08-27T15:35:28.162055","93.0275616519 Mb/s","42.3646598543 Mb/s"
"2016-08-27T15:40:16.678189","91.7138142534 Mb/s","54.2574420732 Mb/s"
"2016-08-27T15:45:19.683673","93.0698371346 Mb/s","39.4756741719 Mb/s"
"2016-08-27T15:50:26.753292","91.2858568233 Mb/s","44.4734832538 Mb/s"
"2016-08-27T15:55:22.572632","93.2298739035 Mb/s","39.0970675182 Mb/s"
"2016-08-27T16:00:22.996721","92.4686306627 Mb/s","50.8151539599 Mb/s"
"2016-08-27T16:05:25.961041","93.0799004763 Mb/s","53.3201704963 Mb/s"
"2016-08-27T16:10:22.817844","92.8686359137 Mb/s","44.5248210007 Mb/s"
"2016-08-27T16:15:22.271898","93.3265998071 Mb/s","41.2761244261 Mb/s"
"2016-08-27T16:20:18.280074","92.0397686522 Mb/s","41.7352909123 Mb/s"
"2016-08-27T16:25:20.801171","93.5495469918 Mb/s","45.3455411862 Mb/s"
"2016-08-27T16:30:20.376003","91.5485734456 Mb/s","32.3113584933 Mb/s"
"2016-08-27T16:35:24.363626","90.1936836612 Mb/s","37.9216514963 Mb/s"
"2016-08-27T16:40:18.158283","92.1072382663 Mb/s","40.7653955445 Mb/s"
"2016-08-27T16:45:19.985032","92.9310309853 Mb/s","44.76955333 Mb/s"
"2016-08-27T16:50:19.979303","93.0302406989 Mb/s","39.4455901521 Mb/s"
"2016-08-27T16:55:22.705673","91.4237405298 Mb/s","46.9884956015 Mb/s"
"2016-08-27T17:00:22.610881","91.4418489053 Mb/s","53.1483781792 Mb/s"
"2016-08-27T17:05:30.822722","92.2040650037 Mb/s","56.7419725437 Mb/s"
"2016-08-27T17:10:23.029269","92.4993610982 Mb/s","49.0394707325 Mb/s"
"2016-08-27T17:15:17.919824","91.1511256469 Mb/s","47.5483232301 Mb/s"
"2016-08-27T17:20:26.717754","92.8845917633 Mb/s","51.203830789 Mb/s"
"2016-08-27T17:25:25.965952","91.9445831539 Mb/s","34.15432044 Mb/s"
"2016-08-27T17:30:20.931613","92.389702346 Mb/s","45.3042739859 Mb/s"
"2016-08-27T17:35:25.318809","91.5078935309 Mb/s","49.8766028793 Mb/s"
"2016-08-27T17:40:22.055501","93.4465741673 Mb/s","45.7430813123 Mb/s"
"2016-08-27T17:45:25.409998","92.0245134302 Mb/s","43.5092062028 Mb/s"
"2016-08-27T17:50:21.558425","92.7379080361 Mb/s","45.0803360952 Mb/s"
"2016-08-27T17:55:23.626314","92.3026064584 Mb/s","47.3747940124 Mb/s"
"2016-08-27T18:00:22.608873","92.5382966065 Mb/s","40.8343445307 Mb/s"
"2016-08-27T18:05:28.016438","91.1524401703 Mb/s","45.7753815574 Mb/s"
"2016-08-27T18:10:17.084619","91.5206048521 Mb/s","50.7207337615 Mb/s"
"2016-08-27T18:15:20.928161","92.3399755557 Mb/s","50.2049389231 Mb/s"
