date,download,upload
"2016-09-10T14:15:30.799603","74.9489024535 Mb/s","7.13529471022 Mb/s"
"2016-09-10T14:20:33.853146","74.6241901717 Mb/s","8.02462854776 Mb/s"
"2016-09-10T14:25:30.955464","51.4157174333 Mb/s","6.42107868837 Mb/s"
"2016-09-10T14:30:27.224623","74.7090315044 Mb/s","8.64619787593 Mb/s"
"2016-09-10T14:35:30.538745","55.498424982 Mb/s","8.47502106816 Mb/s"
"2016-09-10T14:40:35.785660","72.1031754097 Mb/s","6.24440264357 Mb/s"
"2016-09-10T14:45:30.488065","69.444162296 Mb/s","4.65088505432 Mb/s"
"2016-09-10T14:50:28.155369","76.7048497496 Mb/s","6.52294643125 Mb/s"
"2016-09-10T14:55:42.161008","62.4050913946 Mb/s","6.00294425325 Mb/s"
"2016-09-10T15:00:36.030580","69.5547683018 Mb/s","6.6202115505 Mb/s"
"2016-09-10T15:05:35.534230","63.5996687451 Mb/s","6.00276768784 Mb/s"
"2016-09-10T15:10:34.057818","51.7445462392 Mb/s","8.85800877552 Mb/s"
"2016-09-10T15:15:37.623081","75.2279382767 Mb/s","8.80037729405 Mb/s"
"2016-09-10T15:20:37.425937","63.5880027141 Mb/s","6.59833031063 Mb/s"
"2016-09-10T15:25:36.514872","74.0299409315 Mb/s","8.82977941577 Mb/s"
"2016-09-10T15:30:37.444433","66.5385550249 Mb/s","5.36543869057 Mb/s"
"2016-09-10T15:35:33.063473","75.147304265 Mb/s","8.09918383547 Mb/s"
"2016-09-10T15:40:32.141885","70.3208620295 Mb/s","9.45935864778 Mb/s"
"2016-09-10T15:45:30.033560","71.6489230692 Mb/s","8.66286856082 Mb/s"
"2016-09-10T15:50:30.406072","77.8639781791 Mb/s","6.68692417912 Mb/s"
"2016-09-10T15:55:35.840825","68.658292985 Mb/s","5.76093817681 Mb/s"
"2016-09-10T16:00:35.537997","64.0669273149 Mb/s","9.989313918 Mb/s"
"2016-09-10T16:05:32.674702","76.3803670559 Mb/s","6.08500940377 Mb/s"
"2016-09-10T16:10:31.872169","66.7962692204 Mb/s","7.2148985802 Mb/s"
"2016-09-10T16:15:35.459944","58.3133322086 Mb/s","6.03027866152 Mb/s"
"2016-09-10T16:20:34.381465","71.0085484022 Mb/s","7.8031658992 Mb/s"
"2016-09-10T16:25:27.689132","69.6445816022 Mb/s","9.0054484641 Mb/s"
"2016-09-10T16:30:31.995155","73.648170709 Mb/s","8.66676327679 Mb/s"
"2016-09-10T16:35:34.330380","71.5330235713 Mb/s","8.5066551779 Mb/s"
"2016-09-10T16:40:25.345428","68.5071596797 Mb/s","8.4251925052 Mb/s"
"2016-09-10T16:45:28.809098","73.6291595584 Mb/s","4.93264253885 Mb/s"
"2016-09-10T16:50:35.024949","76.7947826974 Mb/s","5.84663190457 Mb/s"
"2016-09-10T16:55:27.784868","65.7544154897 Mb/s","6.17828676637 Mb/s"
"2016-09-10T17:00:35.450861","65.6177291833 Mb/s","8.71677249656 Mb/s"
"2016-09-10T17:05:37.856247","72.4674201205 Mb/s","6.23616137065 Mb/s"
"2016-09-10T17:10:36.235119","69.4208786213 Mb/s","8.74235850748 Mb/s"
"2016-09-10T17:15:32.929916","64.8177996768 Mb/s","6.76333512464 Mb/s"
"2016-09-10T17:20:28.986435","65.5604859443 Mb/s","9.50444957283 Mb/s"
"2016-09-10T17:25:30.023192","15.5217037891 Mb/s","3.80570540375 Mb/s"
"2016-09-10T17:30:39.538061","77.3017684917 Mb/s","6.50714158847 Mb/s"
"2016-09-10T17:35:35.368056","68.0851178322 Mb/s","6.12083968207 Mb/s"
"2016-09-10T17:40:37.956970","64.9045302497 Mb/s","9.28260812653 Mb/s"
"2016-09-10T17:45:31.398544","72.6141325546 Mb/s","7.97054177006 Mb/s"
"2016-09-10T17:50:34.748921","72.6104830796 Mb/s","7.74122010688 Mb/s"
"2016-09-10T17:55:39.720336","54.0816991134 Mb/s","5.7930475217 Mb/s"
"2016-09-10T18:00:35.038981","55.721562597 Mb/s","8.68668453541 Mb/s"
"2016-09-10T18:05:39.066469","49.5884830068 Mb/s","5.94194428989 Mb/s"
"2016-09-10T18:10:30.903339","68.257195553 Mb/s","8.81378831625 Mb/s"
"2016-09-10T18:15:30.675306","73.2012524933 Mb/s","8.58244342553 Mb/s"
"2016-09-10T18:20:38.831645","74.1445541024 Mb/s","8.64129578117 Mb/s"
"2016-09-10T18:25:37.789632","73.1957563132 Mb/s","9.0126433408 Mb/s"
"2016-09-10T18:30:31.481469","73.1531336314 Mb/s","6.37833135842 Mb/s"
"2016-09-10T18:35:35.580003","75.0639432778 Mb/s","4.58554926569 Mb/s"
"2016-09-10T18:40:40.644644","58.792818105 Mb/s","6.26204800409 Mb/s"
"2016-09-10T18:45:30.614880","75.0036841206 Mb/s","8.62524049276 Mb/s"
"2016-09-10T18:50:27.445073","77.7126115341 Mb/s","7.12878103073 Mb/s"
"2016-09-10T18:55:36.895757","75.8476928379 Mb/s","6.14520603045 Mb/s"
"2016-09-10T19:00:38.302768","62.5324821409 Mb/s","8.24183928306 Mb/s"
"2016-09-10T19:05:36.343637","66.9637679023 Mb/s","7.16603342353 Mb/s"
"2016-09-10T19:10:31.027776","60.8003062695 Mb/s","8.96583488979 Mb/s"
"2016-09-10T19:15:29.286295","48.9510727155 Mb/s","6.08181609906 Mb/s"
"2016-09-10T19:20:29.630122","73.1409057385 Mb/s","8.12893786621 Mb/s"
"2016-09-10T19:25:36.008283","77.2315912077 Mb/s","6.31036323935 Mb/s"
"2016-09-10T19:30:30.890623","50.1753173573 Mb/s","6.6375023379 Mb/s"
"2016-09-10T19:35:41.427936","56.2572467226 Mb/s","8.01101657534 Mb/s"
"2016-09-10T19:40:31.553621","57.2423928871 Mb/s","5.77302615112 Mb/s"
"2016-09-10T19:45:30.884363","68.1325206188 Mb/s","6.05935786667 Mb/s"
"2016-09-10T19:50:37.650622","75.8283677126 Mb/s","6.5989751135 Mb/s"
"2016-09-10T19:55:30.647081","78.4130054559 Mb/s","6.494887222 Mb/s"
"2016-09-10T20:00:26.974858","71.1704490751 Mb/s","7.62308372885 Mb/s"
"2016-09-10T20:05:34.489234","47.5433016428 Mb/s","5.65904786407 Mb/s"
"2016-09-10T20:10:35.402528","70.7605996431 Mb/s","6.65042991852 Mb/s"
"2016-09-10T20:15:33.489916","77.1912238504 Mb/s","6.97618523991 Mb/s"
"2016-09-10T20:20:28.294772","66.4697219201 Mb/s","7.21611772532 Mb/s"
"2016-09-10T20:25:33.866925","77.4245989748 Mb/s","6.91461989008 Mb/s"
"2016-09-10T20:30:35.853961","75.7290708799 Mb/s","6.23855455379 Mb/s"
"2016-09-10T20:35:33.233910","77.7208305493 Mb/s","7.27694288793 Mb/s"
"2016-09-10T20:40:33.412515","78.720437424 Mb/s","7.10054232698 Mb/s"
"2016-09-10T20:45:35.980472","51.6719008946 Mb/s","5.92510712763 Mb/s"
"2016-09-10T20:50:24.608591","74.6305426483 Mb/s","8.61763948195 Mb/s"
"2016-09-10T20:55:35.142263","78.5623493875 Mb/s","5.80530880437 Mb/s"
"2016-09-10T21:00:30.366527","72.4106650643 Mb/s","9.83818400583 Mb/s"
"2016-09-10T21:05:31.024449","54.3286903054 Mb/s","8.76707561261 Mb/s"
"2016-09-10T21:10:33.751734","30.0488836089 Mb/s","3.51343251296 Mb/s"
"2016-09-10T21:15:26.901549","75.2668253661 Mb/s","7.86991478691 Mb/s"
"2016-09-10T21:20:28.068201","77.7296369291 Mb/s","6.36039399369 Mb/s"
"2016-09-10T21:25:34.470856","72.3124263449 Mb/s","6.65821994871 Mb/s"
"2016-09-10T21:30:30.380916","74.8500315422 Mb/s","7.61593561817 Mb/s"
"2016-09-10T21:35:31.408846","77.5685417483 Mb/s","6.0978346212 Mb/s"
"2016-09-10T21:40:28.371539","72.3535644599 Mb/s","8.06122338662 Mb/s"
"2016-09-10T21:45:29.696294","71.0183395748 Mb/s","6.84970045572 Mb/s"
"2016-09-10T21:50:37.921669","75.8803470533 Mb/s","8.08955340829 Mb/s"
"2016-09-10T21:55:38.943684","74.6481019748 Mb/s","6.91336498792 Mb/s"
"2016-09-10T22:00:40.190770","60.4244971094 Mb/s","7.84796749344 Mb/s"
"2016-09-10T22:05:35.429246","75.1418846254 Mb/s","6.46645789191 Mb/s"
"2016-09-10T22:10:30.780646","71.8359685603 Mb/s","8.04994546186 Mb/s"
"2016-09-10T22:15:31.937954","78.33870046 Mb/s","7.14198989532 Mb/s"
"2016-09-10T22:20:30.255319","73.1667745243 Mb/s","6.2479660233 Mb/s"
"2016-09-10T22:25:31.677538","59.1473634006 Mb/s","6.45932413617 Mb/s"
"2016-09-10T22:30:35.479649","76.0490826799 Mb/s","6.46151227424 Mb/s"
"2016-09-10T22:35:32.463186","53.0816752961 Mb/s","7.9982110475 Mb/s"
"2016-09-10T22:40:32.421741","76.8123512685 Mb/s","6.35114226574 Mb/s"
"2016-09-10T22:45:34.117346","49.651456035 Mb/s","8.8548742445 Mb/s"
"2016-09-10T22:50:32.505822","74.600175023 Mb/s","5.34401542645 Mb/s"
"2016-09-10T22:55:29.580024","75.445983858 Mb/s","8.36310655099 Mb/s"
"2016-09-10T23:00:30.922089","76.1817909302 Mb/s","6.3688950078 Mb/s"
"2016-09-10T23:05:36.672095","72.3293261192 Mb/s","5.56767787989 Mb/s"
"2016-09-10T23:10:36.687003","76.2334097878 Mb/s","6.00413734351 Mb/s"
"2016-09-10T23:15:28.236770","75.3299036038 Mb/s","6.84404114731 Mb/s"
"2016-09-10T23:20:27.556483","71.0490803649 Mb/s","7.25830401422 Mb/s"
"2016-09-10T23:25:33.676573","73.8822329079 Mb/s","6.64626889985 Mb/s"
"2016-09-10T23:30:38.299537","64.1435290078 Mb/s","8.01662868314 Mb/s"
"2016-09-10T23:35:33.941502","74.115405011 Mb/s","3.50369755387 Mb/s"
"2016-09-10T23:40:26.992391","64.3617128566 Mb/s","6.14595137767 Mb/s"
"2016-09-10T23:45:37.893676","59.3769283235 Mb/s","6.52086873084 Mb/s"
"2016-09-10T23:50:35.629270","71.0649333549 Mb/s","6.00736740633 Mb/s"
"2016-09-10T23:55:32.876306","74.8910427112 Mb/s","3.93183157536 Mb/s"
"2016-09-11T00:00:29.733956","63.4552154852 Mb/s","7.00003202034 Mb/s"
"2016-09-11T00:05:31.252041","77.4074942848 Mb/s","6.05160310427 Mb/s"
"2016-09-11T00:10:33.477115","78.3929997543 Mb/s","6.5039534643 Mb/s"
"2016-09-11T00:15:26.940663","72.8172006658 Mb/s","7.92451511292 Mb/s"
"2016-09-11T00:20:36.124316","68.9026367239 Mb/s","6.96086157185 Mb/s"
"2016-09-11T00:25:38.955409","75.2953332694 Mb/s","6.74231807752 Mb/s"
"2016-09-11T00:30:37.148962","77.9433352438 Mb/s","6.35930088932 Mb/s"
"2016-09-11T00:35:27.978277","73.7939401641 Mb/s","7.68717107322 Mb/s"
"2016-09-11T00:40:30.200293","49.5798350901 Mb/s","5.78638034566 Mb/s"
"2016-09-11T00:45:33.019880","73.2021559373 Mb/s","8.8618288438 Mb/s"
"2016-09-11T00:50:33.136230","64.4580932175 Mb/s","6.05249566393 Mb/s"
"2016-09-11T00:55:31.464734","74.6979125572 Mb/s","8.87264226373 Mb/s"
"2016-09-11T01:00:31.777004","71.2419606591 Mb/s","6.2049569317 Mb/s"
"2016-09-11T01:05:31.668741","78.9011028416 Mb/s","6.38751246826 Mb/s"
"2016-09-11T01:10:36.674997","74.1040037695 Mb/s","8.59622901905 Mb/s"
"2016-09-11T01:15:28.792852","75.8272696891 Mb/s","6.23183269471 Mb/s"
"2016-09-11T01:20:30.616562","74.6855660124 Mb/s","9.17477585693 Mb/s"
"2016-09-11T01:25:34.054831","79.7778032246 Mb/s","6.99984977608 Mb/s"
"2016-09-11T01:30:37.910236","76.1655920827 Mb/s","6.37296968415 Mb/s"
"2016-09-11T01:35:29.078117","76.2298626322 Mb/s","6.75796337441 Mb/s"
"2016-09-11T01:40:42.494995","75.0182542413 Mb/s","6.17287554811 Mb/s"
"2016-09-11T01:45:31.597695","73.3317019334 Mb/s","6.49194591541 Mb/s"
"2016-09-11T01:50:26.962868","74.6262471134 Mb/s","8.38950106659 Mb/s"
"2016-09-11T01:55:41.011716","69.0035403534 Mb/s","6.32027550008 Mb/s"
"2016-09-11T02:00:29.917660","74.464845668 Mb/s","7.81121825095 Mb/s"
"2016-09-11T02:05:29.055866","77.7294656008 Mb/s","6.46271170549 Mb/s"
"2016-09-11T02:10:29.547383","73.6197467976 Mb/s","8.6156977659 Mb/s"
"2016-09-11T02:15:33.161533","78.5525009994 Mb/s","6.57836776661 Mb/s"
"2016-09-11T02:20:39.401837","74.7975926808 Mb/s","8.04628734672 Mb/s"
"2016-09-11T02:25:31.158324","67.5383342394 Mb/s","5.77125781293 Mb/s"
"2016-09-11T02:30:39.517329","75.7251405463 Mb/s","8.32297014901 Mb/s"
"2016-09-11T02:35:27.287509","75.8184220814 Mb/s","8.13592270593 Mb/s"
"2016-09-11T02:40:28.007215","74.2352083679 Mb/s","8.74558642993 Mb/s"
"2016-09-11T02:45:32.476528","56.0323486392 Mb/s","6.36564611629 Mb/s"
"2016-09-11T02:50:32.910949","79.6385117244 Mb/s","5.96975065689 Mb/s"
"2016-09-11T02:55:39.269810","74.3205151424 Mb/s","6.56742869557 Mb/s"
"2016-09-11T03:00:38.362523","70.538328437 Mb/s","7.92940329699 Mb/s"
"2016-09-11T03:05:35.851161","73.8865900332 Mb/s","9.52268366301 Mb/s"
"2016-09-11T03:10:36.971082","58.1222321659 Mb/s","6.15559206892 Mb/s"
"2016-09-11T03:15:33.245041","76.5452807993 Mb/s","6.51893502087 Mb/s"
"2016-09-11T03:20:32.123321","78.06726202 Mb/s","6.26786137956 Mb/s"
"2016-09-11T03:25:34.657394","75.9781635746 Mb/s","6.54054896418 Mb/s"
"2016-09-11T03:30:34.307980","70.841900625 Mb/s","6.57050858106 Mb/s"
"2016-09-11T03:35:31.365713","77.8953860576 Mb/s","6.48133313671 Mb/s"
"2016-09-11T03:40:33.734601","68.2529933393 Mb/s","8.64141431863 Mb/s"
"2016-09-11T03:45:32.178128","78.4989889142 Mb/s","6.12489873914 Mb/s"
"2016-09-11T03:50:27.508839","74.60605897 Mb/s","8.60686956153 Mb/s"
"2016-09-11T03:55:38.434596","72.3203251254 Mb/s","6.68806200586 Mb/s"
"2016-09-11T04:00:33.353506","76.2006472709 Mb/s","9.51979107121 Mb/s"
"2016-09-11T04:05:28.610663","78.8854206453 Mb/s","6.2084350484 Mb/s"
"2016-09-11T04:10:41.165153","68.692111683 Mb/s","6.23875277021 Mb/s"
"2016-09-11T04:15:40.063476","74.9588638237 Mb/s","5.96196893939 Mb/s"
"2016-09-11T04:20:28.416806","62.2589164045 Mb/s","8.80580122478 Mb/s"
"2016-09-11T04:25:41.119352","50.490878311 Mb/s","6.51348726338 Mb/s"
"2016-09-11T04:30:31.751292","70.721708402 Mb/s","6.87725430417 Mb/s"
"2016-09-11T04:35:29.578285","75.6135800732 Mb/s","6.12053005862 Mb/s"
"2016-09-11T04:40:30.882317","75.0002159939 Mb/s","8.4981815577 Mb/s"
"2016-09-11T04:45:38.388873","75.6982954951 Mb/s","6.57628430939 Mb/s"
"2016-09-11T04:50:33.465653","71.9325574 Mb/s","8.69632243115 Mb/s"
"2016-09-11T04:55:29.331015","54.7232098531 Mb/s","6.51516582444 Mb/s"
"2016-09-11T05:00:34.984870","75.0333763249 Mb/s","7.00625279726 Mb/s"
"2016-09-11T05:05:29.748038","33.0819531945 Mb/s","6.84881407694 Mb/s"
"2016-09-11T05:10:31.044513","73.0594896199 Mb/s","9.01378592677 Mb/s"
"2016-09-11T05:15:24.652072","69.554078003 Mb/s","6.53669189868 Mb/s"
"2016-09-11T05:20:26.193725","74.062099669 Mb/s","6.65355578801 Mb/s"
"2016-09-11T05:25:31.286166","79.4548000422 Mb/s","6.35633184588 Mb/s"
"2016-09-11T05:30:34.185368","54.357395449 Mb/s","6.73114892828 Mb/s"
"2016-09-11T05:35:32.608570","73.7361328607 Mb/s","8.35767336813 Mb/s"
"2016-09-11T05:40:29.328077","77.1700502069 Mb/s","6.08666960102 Mb/s"
"2016-09-11T05:45:38.915434","79.0868793162 Mb/s","6.41632966923 Mb/s"
"2016-09-11T05:50:31.280383","78.9606549424 Mb/s","6.62568369499 Mb/s"
"2016-09-11T05:55:29.168563","71.9702813274 Mb/s","8.41852429857 Mb/s"
"2016-09-11T06:00:28.297156","63.4494371614 Mb/s","6.66353574178 Mb/s"
"2016-09-11T06:05:34.090481","75.8644378843 Mb/s","9.10269572321 Mb/s"
"2016-09-11T06:10:30.399985","69.6503398075 Mb/s","8.73377678006 Mb/s"
"2016-09-11T06:15:27.495672","66.4318188856 Mb/s","9.01505193432 Mb/s"
"2016-09-11T06:20:36.116750","59.3950212663 Mb/s","8.76554260422 Mb/s"
"2016-09-11T06:25:34.440166","74.5193677448 Mb/s","6.36765015654 Mb/s"
"2016-09-11T06:30:36.854059","78.0798552495 Mb/s","6.46571802045 Mb/s"
"2016-09-11T06:35:35.345890","74.1420648079 Mb/s","6.2336870468 Mb/s"
"2016-09-11T06:40:26.166456","71.3083822562 Mb/s","5.92403707921 Mb/s"
"2016-09-11T06:45:35.507400","71.8046363312 Mb/s","5.90877124724 Mb/s"
"2016-09-11T06:50:31.570821","70.2332471427 Mb/s","8.31970582538 Mb/s"
"2016-09-11T06:55:33.382081","56.7404701379 Mb/s","6.37202843773 Mb/s"
"2016-09-11T07:00:34.753359","77.9258871335 Mb/s","7.67029897247 Mb/s"
"2016-09-11T07:05:31.470008","76.508366867 Mb/s","6.56406064964 Mb/s"
"2016-09-11T07:10:36.287202","71.3301701411 Mb/s","6.14312829266 Mb/s"
"2016-09-11T07:15:31.039558","73.8765427593 Mb/s","6.39113151746 Mb/s"
"2016-09-11T07:20:32.806474","73.5270114542 Mb/s","8.78829461342 Mb/s"
"2016-09-11T07:25:36.552999","79.3968621056 Mb/s","6.79452449261 Mb/s"
"2016-09-11T07:30:24.585145","74.7309694482 Mb/s","9.08941546411 Mb/s"
"2016-09-11T07:35:34.837477","79.3438078776 Mb/s","6.30991736354 Mb/s"
"2016-09-11T07:40:30.325540","79.5178972582 Mb/s","5.77396256484 Mb/s"
"2016-09-11T07:45:37.059008","76.5450688079 Mb/s","6.56461668564 Mb/s"
"2016-09-11T07:50:29.266270","67.5665432481 Mb/s","6.5334239742 Mb/s"
"2016-09-11T07:55:29.461751","76.037235807 Mb/s","8.14746807158 Mb/s"
"2016-09-11T08:00:39.124477","73.9166094385 Mb/s","8.82948513287 Mb/s"
"2016-09-11T08:05:29.808290","78.6541941212 Mb/s","6.40495717675 Mb/s"
"2016-09-11T08:10:28.926291","67.6721047868 Mb/s","6.97557099602 Mb/s"
"2016-09-11T08:15:24.032067","78.8223968604 Mb/s","5.58796046106 Mb/s"
"2016-09-11T08:20:38.890257","70.9549625257 Mb/s","9.10342766067 Mb/s"
"2016-09-11T08:25:32.148451","75.0784467415 Mb/s","6.4969809115 Mb/s"
"2016-09-11T08:30:25.180159","67.4030104655 Mb/s","8.2445076475 Mb/s"
"2016-09-11T08:35:27.016327","78.0487563673 Mb/s","6.85668365759 Mb/s"
"2016-09-11T08:40:36.175808","70.2139948981 Mb/s","6.49109125768 Mb/s"
"2016-09-11T08:45:37.126429","67.9799561493 Mb/s","6.77766800218 Mb/s"
"2016-09-11T08:50:35.538936","76.8144936477 Mb/s","9.01639789208 Mb/s"
"2016-09-11T08:55:27.992020","78.3247393132 Mb/s","6.41484231807 Mb/s"
"2016-09-11T09:00:27.762317","71.6689472534 Mb/s","8.87848974961 Mb/s"
"2016-09-11T09:05:33.107783","57.4128316168 Mb/s","7.77553054571 Mb/s"
"2016-09-11T09:10:33.075246","69.5904106443 Mb/s","9.01242950938 Mb/s"
"2016-09-11T09:15:37.221531","63.6113796177 Mb/s","8.70238314809 Mb/s"
"2016-09-11T09:20:41.618243","68.0818682299 Mb/s","7.75503021395 Mb/s"
"2016-09-11T09:25:37.087528","71.131517943 Mb/s","6.90053768745 Mb/s"
"2016-09-11T09:30:57.777996","76.512424855 Mb/s","6.26030062395 Mb/s"
"2016-09-11T09:35:53.972887","78.4302084595 Mb/s","6.10848834186 Mb/s"
"2016-09-11T09:40:36.027942","77.018100034 Mb/s","7.35747550979 Mb/s"
"2016-09-11T09:45:54.793483","73.7317935706 Mb/s","6.21418961029 Mb/s"
"2016-09-11T09:55:36.349242","9.29591553435 Mb/s","1.98182826511 Mb/s"
"2016-09-11T10:00:43.661659","76.5523370369 Mb/s","6.17840656165 Mb/s"
"2016-09-11T10:05:37.726244","74.8599975339 Mb/s","8.06309800486 Mb/s"
"2016-09-11T10:10:37.837641","80.6394239779 Mb/s","5.31484610843 Mb/s"
"2016-09-11T10:15:40.911364","77.4172425152 Mb/s","6.6465811533 Mb/s"
"2016-09-11T10:25:46.962475","38.5374531042 Mb/s","3.34378151507 Mb/s"
"2016-09-11T10:30:37.584193","79.3285628872 Mb/s","6.93602766226 Mb/s"
"2016-09-11T10:35:34.848027","77.0391097476 Mb/s","6.69132848 Mb/s"
"2016-09-11T10:40:33.700235","75.842728286 Mb/s","7.93317897113 Mb/s"
"2016-09-11T10:45:37.320819","77.1674317028 Mb/s","6.28042417001 Mb/s"
"2016-09-11T10:50:33.885482","77.2652105588 Mb/s","7.19332248523 Mb/s"
"2016-09-11T10:55:35.838890","74.8885436721 Mb/s","7.81707032405 Mb/s"
"2016-09-11T11:00:36.946321","75.9759658745 Mb/s","5.38173622482 Mb/s"
"2016-09-11T11:05:40.551624","75.4338130837 Mb/s","8.05754676006 Mb/s"
"2016-09-11T11:10:39.771355","74.8621726874 Mb/s","6.76491205595 Mb/s"
"2016-09-11T11:15:37.690314","72.7691605713 Mb/s","7.70248307124 Mb/s"
"2016-09-11T11:20:41.111509","77.7573129237 Mb/s","5.3703653107 Mb/s"
"2016-09-11T11:25:40.698133","75.8827196028 Mb/s","7.70081163139 Mb/s"
"2016-09-11T11:30:48.274244","61.7830616557 Mb/s","7.04076448903 Mb/s"
"2016-09-11T11:35:39.120195","76.8087374858 Mb/s","6.08524708703 Mb/s"
"2016-09-11T11:40:40.841576","76.4092239167 Mb/s","8.59834567361 Mb/s"
"2016-09-11T11:45:41.207188","79.6403453954 Mb/s","6.00511537279 Mb/s"
"2016-09-11T11:50:35.510467","70.5086274363 Mb/s","7.66658931391 Mb/s"
"2016-09-11T11:55:38.730600","77.146627858 Mb/s","6.54151084395 Mb/s"
"2016-09-11T12:00:46.214132","62.9047204898 Mb/s","8.11968126151 Mb/s"
"2016-09-11T12:05:34.078422","72.9948214323 Mb/s","6.78024158382 Mb/s"
"2016-09-11T12:10:44.065814","78.8728362948 Mb/s","6.80657477721 Mb/s"
"2016-09-11T12:15:44.601660","71.8195156595 Mb/s","7.50455837694 Mb/s"
"2016-09-11T12:20:31.981671","47.5139356941 Mb/s","7.67685893245 Mb/s"
"2016-09-11T12:25:38.772094","76.5337084066 Mb/s","6.69412780575 Mb/s"
"2016-09-11T12:30:37.562541","66.5193784839 Mb/s","6.95802092256 Mb/s"
"2016-09-11T12:35:33.878383","76.7425242542 Mb/s","6.74061637969 Mb/s"
"2016-09-11T12:40:42.596576","70.4704471277 Mb/s","6.56607851477 Mb/s"
"2016-09-11T12:45:35.705054","71.7716993906 Mb/s","8.50459811764 Mb/s"
"2016-09-11T12:50:35.486532","69.8387008567 Mb/s","6.94733768672 Mb/s"
"2016-09-11T12:55:38.550614","64.2266802492 Mb/s","8.09482126334 Mb/s"
"2016-09-11T13:00:38.066351","73.4181866685 Mb/s","7.57670161744 Mb/s"
"2016-09-11T13:05:38.101965","77.8183592097 Mb/s","7.86616774159 Mb/s"
"2016-09-11T13:10:39.812086","78.7341431009 Mb/s","6.70541731023 Mb/s"
"2016-09-11T13:15:37.891243","56.1776576982 Mb/s","5.9902208407 Mb/s"
"2016-09-11T13:20:47.601337","73.2892206062 Mb/s","7.3413933593 Mb/s"
"2016-09-11T13:25:46.032005","76.8068033169 Mb/s","6.58099947603 Mb/s"
"2016-09-11T13:35:46.107678","78.6203478692 Mb/s","6.29010872455 Mb/s"
"2016-09-11T13:40:38.478121","68.6457938304 Mb/s","6.54278663868 Mb/s"
"2016-09-11T13:45:33.028560","78.8989149804 Mb/s","6.44250843037 Mb/s"
"2016-09-11T13:50:34.742817","71.9624170609 Mb/s","6.43257037232 Mb/s"
"2016-09-11T13:55:32.206611","78.4497555437 Mb/s","7.14303453216 Mb/s"
"2016-09-11T14:00:46.716748","75.3860891509 Mb/s","6.0310356277 Mb/s"
"2016-09-11T14:05:43.112246","51.3184497877 Mb/s","8.07281091309 Mb/s"
"2016-09-11T14:10:36.880291","78.6073146492 Mb/s","6.60043204719 Mb/s"
"2016-09-11T14:15:36.392736","70.7613462532 Mb/s","8.78274176686 Mb/s"
"2016-09-11T14:20:35.591096","79.0366016781 Mb/s","6.97898574258 Mb/s"
"2016-09-11T14:25:37.088326","48.7255098589 Mb/s","5.85956619169 Mb/s"
"2016-09-11T14:30:31.891770","71.285750645 Mb/s","8.6461046744 Mb/s"
"2016-09-11T14:35:41.626394","70.6874463633 Mb/s","6.44643684458 Mb/s"
"2016-09-11T14:40:40.191384","55.9769006945 Mb/s","8.02316935619 Mb/s"
"2016-09-11T14:45:35.848125","69.7373436244 Mb/s","6.81030535585 Mb/s"
"2016-09-11T14:50:41.765050","77.8660006488 Mb/s","7.98752955323 Mb/s"
"2016-09-11T14:55:34.236622","76.5024262634 Mb/s","6.19234362046 Mb/s"
"2016-09-11T15:00:33.815245","55.3598702844 Mb/s","8.31063852723 Mb/s"
"2016-09-11T15:05:42.617898","76.8424266786 Mb/s","6.27485489923 Mb/s"
"2016-09-11T15:10:43.410094","52.6632412619 Mb/s","5.81998754549 Mb/s"
"2016-09-11T15:15:40.535878","69.1661462398 Mb/s","8.58539304766 Mb/s"
"2016-09-11T15:20:45.583401","66.4226458264 Mb/s","6.62421447358 Mb/s"
"2016-09-11T15:25:41.983833","78.676650467 Mb/s","6.20281713749 Mb/s"
"2016-09-11T15:30:37.050429","74.9194922861 Mb/s","6.01692366726 Mb/s"
"2016-09-11T15:35:41.739998","77.5721858686 Mb/s","8.88900846493 Mb/s"
"2016-09-11T15:40:37.245291","78.9973950055 Mb/s","6.56268637449 Mb/s"
"2016-09-11T15:45:38.770588","62.9344685769 Mb/s","8.9469169124 Mb/s"
"2016-09-11T15:50:41.847111","74.1936583406 Mb/s","7.24125067221 Mb/s"
"2016-09-11T15:55:41.401700","63.7227259127 Mb/s","6.24583503268 Mb/s"
"2016-09-11T16:00:37.366334","73.6061963077 Mb/s","8.38277319646 Mb/s"
"2016-09-11T16:05:37.177452","77.8210705426 Mb/s","8.94367723591 Mb/s"
"2016-09-11T16:10:35.446950","74.3686329361 Mb/s","8.36778882856 Mb/s"
"2016-09-11T16:15:41.048856","74.4997466892 Mb/s","5.75441266186 Mb/s"
"2016-09-11T16:20:34.187940","72.3146223971 Mb/s","8.47060514783 Mb/s"
"2016-09-11T16:25:36.515741","67.8412554496 Mb/s","6.70104054199 Mb/s"
"2016-09-11T16:30:39.025784","73.9459680123 Mb/s","8.1143104672 Mb/s"
"2016-09-11T16:35:33.859050","65.4819029267 Mb/s","8.90026752081 Mb/s"
"2016-09-11T16:40:45.629949","56.5891995955 Mb/s","8.61168678082 Mb/s"
"2016-09-11T16:45:39.886144","78.4218271458 Mb/s","7.34801035047 Mb/s"
"2016-09-11T16:50:35.169290","72.7499303628 Mb/s","6.4761161971 Mb/s"
"2016-09-11T16:55:42.419096","71.6499496436 Mb/s","6.38950394977 Mb/s"
