date,size,time,hash
"2016-08-07T11:01:48.034272","0 MiB","107.81","ba67adf22ae9e77f96fb7026b3ec828ade17f506"
"2016-08-07T12:01:40.859430","0 MiB","100.14","ba67adf22ae9e77f96fb7026b3ec828ade17f506"
"2016-08-07T13:01:38.278875","0 MiB","97.10","ba67adf22ae9e77f96fb7026b3ec828ade17f506"
"2016-08-07T14:01:46.326238","0 MiB","105.61","ba67adf22ae9e77f96fb7026b3ec828ade17f506"
"2016-08-07T15:01:44.428730","0 MiB","104.18","ba67adf22ae9e77f96fb7026b3ec828ade17f506"
"2016-08-07T16:01:40.679846","0 MiB","99.77","ba67adf22ae9e77f96fb7026b3ec828ade17f506"
"2016-08-07T17:03:55.060819"," 172.14 KiB ","234.55","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-07T18:01:36.012203","0 MiB","94.97","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-07T19:01:41.047592","0 MiB","100.39","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-07T20:01:50.582788","0 MiB","110.28","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-07T21:01:24.151773","0 MiB","83.14","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-07T22:01:25.096995","0 MiB","84.30","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-07T23:01:54.324180","0 MiB","113.93","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-08T00:01:40.937551","0 MiB","99.81","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-08T01:01:55.575500","0 MiB","114.78","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-08T02:01:44.815654","0 MiB","104.30","2b63386b4cccab623819bf14faffdeaa6adf6e26"
"2016-08-08T03:04:00.101052"," 59.11 KiB ","239.87","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T04:01:42.797766","0 MiB","101.98","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T05:01:36.447604","0 MiB","95.95","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T06:01:30.232639","0 MiB","90.02","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T07:01:46.345860","0 MiB","105.54","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T08:01:47.203573","0 MiB","106.73","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T09:01:53.853162","0 MiB","112.81","c8caf69276a7037523de17374ac13151c7b1e662"
